sample_id,tr_id,T,target_stop_id,target_time_begin,cur_dev_s,target_delay_s,target_class
135081_1767719700,135081,2026-01-06 17:15:00,53718724171,2026-01-06 17:26:00.000000000,-152.0,-137.0,early
122658_1767719700,122658,2026-01-06 17:15:00,53699433837,2026-01-06 17:27:00.000000000,88.0,0.0,ontime
130238_1767719700,130238,2026-01-06 17:15:00,53698370352,2026-01-06 17:27:00.000000000,-85.0,134.0,late
129964_1767719700,129964,2026-01-06 17:15:00,53700336063,2026-01-06 17:27:00.000000000,7.0,-135.0,early
133957_1767719700,133957,2026-01-06 17:15:00,53699456669,2026-01-06 17:26:00.000000000,-78.0,-173.0,early
133300_1767719700,133300,2026-01-06 17:15:00,53700641134,2026-01-06 17:26:00.000000000,231.0,22.0,ontime
133300_1767720000,133300,2026-01-06 17:20:00,53700641140,2026-01-06 17:31:00.000000000,231.0,-46.0,ontime
122048_1767720000,122048,2026-01-06 17:20:00,53699019008,2026-01-06 17:31:00.000000000,0.0,-336.0,early
133957_1767720000,133957,2026-01-06 17:20:00,53699456662,2026-01-06 17:31:00.000000000,-107.0,-218.0,early
130238_1767720000,130238,2026-01-06 17:20:00,53698370346,2026-01-06 17:31:00.000000000,145.0,35.0,ontime
122658_1767720000,122658,2026-01-06 17:20:00,53699433839,2026-01-06 17:31:00.000000000,88.0,0.0,ontime
129964_1767720000,129964,2026-01-06 17:20:00,53700336104,2026-01-06 17:31:00.000000000,-78.0,-14.0,ontime
135081_1767720000,135081,2026-01-06 17:20:00,53718724163,2026-01-06 17:32:00.000000000,-138.0,-199.0,early
133300_1767720300,133300,2026-01-06 17:25:00,53700641141,2026-01-06 17:36:00.000000000,13.0,-26.0,ontime
129964_1767720300,129964,2026-01-06 17:25:00,53700336101,2026-01-06 17:36:00.000000000,-109.0,-105.0,early
135081_1767720300,135081,2026-01-06 17:25:00,53718724154,2026-01-06 17:36:00.000000000,-71.0,-231.0,early
122048_1767720300,122048,2026-01-06 17:25:00,53699019012,2026-01-06 17:36:00.000000000,0.0,-130.0,early
130238_1767720300,130238,2026-01-06 17:25:00,53698370362,2026-01-06 17:36:00.000000000,84.0,41.0,ontime
122658_1767720300,122658,2026-01-06 17:25:00,53699433832,2026-01-06 17:36:00.000000000,0.0,0.0,ontime
122048_1767720600,122048,2026-01-06 17:30:00,53699018987,2026-01-06 17:44:00.000000000,0.0,-32.0,ontime
129964_1767720600,129964,2026-01-06 17:30:00,53700336098,2026-01-06 17:41:00.000000000,-46.0,-10.0,ontime
122658_1767720600,122658,2026-01-06 17:30:00,53699433834,2026-01-06 17:41:00.000000000,0.0,0.0,ontime
135081_1767720600,135081,2026-01-06 17:30:00,53718724149,2026-01-06 17:41:00.000000000,-222.0,-180.0,early
130238_1767720600,130238,2026-01-06 17:30:00,53698370335,2026-01-06 17:41:00.000000000,67.0,-64.0,early
122048_1767720900,122048,2026-01-06 17:35:00,53699018985,2026-01-06 17:47:00.000000000,-196.0,-32.0,ontime
135081_1767720900,135081,2026-01-06 17:35:00,53718724148,2026-01-06 17:46:00.000000000,-190.0,-34.0,ontime
133957_1767720900,133957,2026-01-06 17:35:00,53699456685,2026-01-06 17:47:00.000000000,-39.0,67.0,ontime
130238_1767720900,130238,2026-01-06 17:35:00,53698370356,2026-01-06 17:46:00.000000000,47.0,-125.0,early
122658_1767720900,122658,2026-01-06 17:35:00,53699433828,2026-01-06 17:46:00.000000000,0.0,0.0,ontime
129964_1767720900,129964,2026-01-06 17:35:00,53700336095,2026-01-06 17:46:00.000000000,-49.0,49.0,ontime
130238_1767721200,130238,2026-01-06 17:40:00,53698370341,2026-01-06 17:51:00.000000000,64.0,-103.0,early
133957_1767721200,133957,2026-01-06 17:40:00,53699456687,2026-01-06 17:51:00.000000000,-39.0,28.0,ontime
122048_1767721200,122048,2026-01-06 17:40:00,53699018989,2026-01-06 17:51:00.000000000,79.0,-108.0,early
122658_1767721200,122658,2026-01-06 17:40:00,53699433830,2026-01-06 17:51:00.000000000,0.0,0.0,ontime
135081_1767721200,135081,2026-01-06 17:40:00,53718724159,2026-01-06 17:52:00.000000000,-232.0,4.0,ontime
135081_1767721500,135081,2026-01-06 17:45:00,53718724145,2026-01-06 17:57:00.000000000,-54.0,12.0,ontime
122048_1767721500,122048,2026-01-06 17:45:00,53699018991,2026-01-06 17:56:00.000000000,-9.0,-141.0,early
130238_1767721500,130238,2026-01-06 17:45:00,53698370350,2026-01-06 17:58:00.000000000,-59.0,-170.0,early
133957_1767721500,133957,2026-01-06 17:45:00,53699456691,2026-01-06 17:56:00.000000000,-39.0,83.0,ontime
122048_1767721800,122048,2026-01-06 17:50:00,53699018982,2026-01-06 18:01:00.000000000,-68.0,-174.0,early
133957_1767721800,133957,2026-01-06 17:50:00,53699456678,2026-01-06 18:01:00.000000000,18.0,-28.0,ontime
135081_1767721800,135081,2026-01-06 17:50:00,53718724161,2026-01-06 18:01:00.000000000,18.0,48.0,ontime
122048_1767722100,122048,2026-01-06 17:55:00,53699018975,2026-01-06 18:06:00.000000000,-119.0,-157.0,early
133957_1767722100,133957,2026-01-06 17:55:00,53699456682,2026-01-06 18:07:00.000000000,52.0,-73.0,early
132430_1767722400,132430,2026-01-06 18:00:00,53698549762,2026-01-06 18:12:00.000000000,320.0,380.0,late
133300_1767722400,133300,2026-01-06 18:00:00,53700641131,2026-01-06 18:11:00.000000000,-28.0,310.0,late
134040_1767722400,134040,2026-01-06 18:00:00,53721480896,2026-01-06 18:11:00.000000000,50.0,107.0,ontime
122048_1767722400,122048,2026-01-06 18:00:00,53699019003,2026-01-06 18:11:00.000000000,-183.0,-146.0,early
134040_1767722700,134040,2026-01-06 18:05:00,53721480900,2026-01-06 18:16:00.000000000,80.0,295.0,late
133300_1767722700,133300,2026-01-06 18:05:00,53700641132,2026-01-06 18:16:00.000000000,190.0,406.0,late
122048_1767722700,122048,2026-01-06 18:05:00,53699018978,2026-01-06 18:17:00.000000000,-139.0,-104.0,early
132430_1767722700,132430,2026-01-06 18:05:00,53698549786,2026-01-06 18:16:00.000000000,385.0,324.0,late
133300_1767723000,133300,2026-01-06 18:10:00,53700641133,2026-01-06 18:21:00.000000000,296.0,580.0,late
134040_1767723000,134040,2026-01-06 18:10:00,53721480905,2026-01-06 18:21:00.000000000,132.0,407.0,late
122048_1767723000,122048,2026-01-06 18:10:00,53699019010,2026-01-06 18:21:00.000000000,-126.0,-70.0,early
132430_1767723000,132430,2026-01-06 18:10:00,53698549761,2026-01-06 18:22:00.000000000,425.0,452.0,late
132430_1767723300,132430,2026-01-06 18:15:00,53698549780,2026-01-06 18:26:00.000000000,340.0,333.0,late
122048_1767723300,122048,2026-01-06 18:15:00,53699018999,2026-01-06 18:26:00.000000000,-73.0,48.0,ontime
134040_1767723300,134040,2026-01-06 18:15:00,53721480910,2026-01-06 18:28:00.000000000,181.0,342.0,late
122048_1767723600,122048,2026-01-06 18:20:00,53699018955,2026-01-06 18:31:00.000000000,-70.0,66.0,ontime
134040_1767723600,134040,2026-01-06 18:20:00,53721480915,2026-01-06 18:32:00.000000000,389.0,401.0,late
132430_1767723600,132430,2026-01-06 18:20:00,53698549784,2026-01-06 18:32:00.000000000,452.0,310.0,late
133300_1767723600,133300,2026-01-06 18:20:00,53700641117,2026-01-06 18:35:00.000000000,457.0,-5.0,ontime
122048_1767723900,122048,2026-01-06 18:25:00,53699018938,2026-01-06 18:36:00.000000000,51.0,50.0,ontime
132430_1767723900,132430,2026-01-06 18:25:00,53698549772,2026-01-06 18:36:00.000000000,389.0,285.0,late
134040_1767723900,134040,2026-01-06 18:25:00,53721480912,2026-01-06 18:37:00.000000000,314.0,487.0,late
132430_1767724200,132430,2026-01-06 18:30:00,53698549776,2026-01-06 18:42:00.000000000,256.0,309.0,late
134040_1767724200,134040,2026-01-06 18:30:00,53721480917,2026-01-06 18:41:00.000000000,383.0,465.0,late
122048_1767724200,122048,2026-01-06 18:30:00,53699018954,2026-01-06 18:41:00.000000000,50.0,35.0,ontime
131672_1767724200,131672,2026-01-06 18:30:00,53718793794,2026-01-06 18:41:00.000000000,295.0,368.0,late
131672_1767724500,131672,2026-01-06 18:35:00,53718793814,2026-01-06 18:46:00.000000000,317.0,365.0,late
122048_1767724500,122048,2026-01-06 18:35:00,53699018941,2026-01-06 18:46:00.000000000,53.0,133.0,late
134040_1767724500,134040,2026-01-06 18:35:00,53721480921,2026-01-06 18:46:00.000000000,438.0,409.0,late
132430_1767724500,132430,2026-01-06 18:35:00,53698549773,2026-01-06 18:46:00.000000000,309.0,299.0,late
132430_1767724800,132430,2026-01-06 18:40:00,53698549304,2026-01-06 18:55:00.000000000,329.0,45.0,ontime
122048_1767724800,122048,2026-01-06 18:40:00,53699018933,2026-01-06 18:52:00.000000000,13.0,250.0,late
132430_1767725100,132430,2026-01-06 18:45:00,53698549306,2026-01-06 18:57:00.000000000,304.0,45.0,ontime
122048_1767725100,122048,2026-01-06 18:45:00,53699018970,2026-01-06 18:57:00.000000000,124.0,274.0,late
132430_1767725400,132430,2026-01-06 18:50:00,53698549300,2026-01-06 19:02:00.000000000,260.0,-1.0,ontime
122048_1767725400,122048,2026-01-06 18:50:00,53699018960,2026-01-06 19:01:00.000000000,292.0,356.0,late
122048_1767725700,122048,2026-01-06 18:55:00,53699018948,2026-01-06 19:08:00.000000000,270.0,417.0,late
132430_1767725700,132430,2026-01-06 18:55:00,53698549301,2026-01-06 19:06:00.000000000,45.0,27.0,ontime
122048_1767726000,122048,2026-01-06 19:00:00,53699018965,2026-01-06 19:11:00.000000000,351.0,481.0,late
135081_1767726000,135081,2026-01-06 19:00:00,53718724184,2026-01-06 19:11:00.000000000,197.0,311.0,late
122048_1767726300,122048,2026-01-06 19:05:00,53699018972,2026-01-06 19:16:00.000000000,399.0,523.0,late
135081_1767726300,135081,2026-01-06 19:05:00,53718724185,2026-01-06 19:17:00.000000000,282.0,146.0,late
135081_1767726600,135081,2026-01-06 19:10:00,53718724194,2026-01-06 19:21:00.000000000,299.0,53.0,ontime
131672_1767726900,131672,2026-01-06 19:15:00,53718793842,2026-01-06 19:29:00.000000000,346.0,-3.0,ontime
135081_1767726900,135081,2026-01-06 19:15:00,53718724191,2026-01-06 19:26:00.000000000,229.0,-68.0,early
131672_1767727200,131672,2026-01-06 19:20:00,53718793855,2026-01-06 19:31:00.000000000,346.0,-9.0,ontime
122048_1767727200,122048,2026-01-06 19:20:00,53699018950,2026-01-06 19:31:00.000000000,606.0,-54.0,ontime
135081_1767727200,135081,2026-01-06 19:20:00,53718724202,2026-01-06 19:31:00.000000000,104.0,-32.0,ontime
135081_1767727500,135081,2026-01-06 19:25:00,53718724250,2026-01-06 19:37:00.000000000,-22.0,-15.0,ontime
131672_1767727500,131672,2026-01-06 19:25:00,53718793854,2026-01-06 19:36:00.000000000,346.0,163.0,late
131672_1767727800,131672,2026-01-06 19:30:00,53718793837,2026-01-06 19:41:00.000000000,-3.0,302.0,late
131672_1767728100,131672,2026-01-06 19:35:00,53718793843,2026-01-06 19:47:00.000000000,100.0,382.0,late
131672_1767728400,131672,2026-01-06 19:40:00,53718793845,2026-01-06 19:51:00.000000000,260.0,359.0,late
122048_1767728700,122048,2026-01-06 19:45:00,53699018776,2026-01-06 19:57:00.000000000,-54.0,-348.0,early
131672_1767728700,131672,2026-01-06 19:45:00,53718793848,2026-01-06 19:57:00.000000000,359.0,492.0,late
133957_1767729000,133957,2026-01-06 19:50:00,53699456710,2026-01-06 20:02:00.000000000,211.0,39.0,ontime
122048_1767729000,122048,2026-01-06 19:50:00,53699018774,2026-01-06 20:01:00.000000000,-54.0,-142.0,early
131672_1767729000,131672,2026-01-06 19:50:00,53718793825,2026-01-06 20:03:00.000000000,376.0,533.0,late
122048_1767729300,122048,2026-01-06 19:55:00,53699018778,2026-01-06 20:07:00.000000000,-54.0,36.0,ontime
131672_1767729300,131672,2026-01-06 19:55:00,53718793827,2026-01-06 20:06:00.000000000,432.0,478.0,late
133957_1767729300,133957,2026-01-06 19:55:00,53699456713,2026-01-06 20:07:00.000000000,211.0,171.0,late
131672_1767729600,131672,2026-01-06 20:00:00,53718793831,2026-01-06 20:11:00.000000000,541.0,557.0,late
133957_1767729600,133957,2026-01-06 20:00:00,53699456717,2026-01-06 20:12:00.000000000,211.0,141.0,late
122048_1767729600,122048,2026-01-06 20:00:00,53699018781,2026-01-06 20:11:00.000000000,-208.0,41.0,ontime
132430_1767729600,132430,2026-01-06 20:00:00,53698549338,2026-01-06 20:12:00.000000000,35.0,21.0,ontime
122048_1767729900,122048,2026-01-06 20:05:00,53699018786,2026-01-06 20:16:00.000000000,68.0,93.0,ontime
133957_1767729900,133957,2026-01-06 20:05:00,53699456705,2026-01-06 20:16:00.000000000,198.0,126.0,late
132430_1767729900,132430,2026-01-06 20:05:00,53698549556,2026-01-06 20:17:00.000000000,74.0,177.0,late
122048_1767730200,122048,2026-01-06 20:10:00,53699018758,2026-01-06 20:21:00.000000000,85.0,99.0,ontime
130072_1767730200,130072,2026-01-06 20:10:00,53698461638,2026-01-06 20:25:00.000000000,0.0,60.0,ontime
133957_1767730200,133957,2026-01-06 20:10:00,53699456709,2026-01-06 20:21:00.000000000,189.0,83.0,ontime
132430_1767730200,132430,2026-01-06 20:10:00,53698549554,2026-01-06 20:22:00.000000000,21.0,173.0,late
133957_1767730500,133957,2026-01-06 20:15:00,53699456701,2026-01-06 20:26:00.000000000,142.0,53.0,ontime
122048_1767730500,122048,2026-01-06 20:15:00,53699018762,2026-01-06 20:26:00.000000000,104.0,-3.0,ontime
132430_1767730500,132430,2026-01-06 20:15:00,53698549545,2026-01-06 20:26:00.000000000,21.0,146.0,late
130072_1767730500,130072,2026-01-06 20:15:00,53698461640,2026-01-06 20:26:00.000000000,0.0,60.0,ontime
130072_1767730800,130072,2026-01-06 20:20:00,53698461652,2026-01-06 20:31:00.000000000,0.0,106.0,ontime
122048_1767730800,122048,2026-01-06 20:20:00,53699018767,2026-01-06 20:31:00.000000000,103.0,25.0,ontime
133957_1767730800,133957,2026-01-06 20:20:00,53699456741,2026-01-06 20:31:00.000000000,58.0,38.0,ontime
132430_1767730800,132430,2026-01-06 20:20:00,53698549541,2026-01-06 20:31:00.000000000,177.0,234.0,late
133957_1767731100,133957,2026-01-06 20:25:00,53699456744,2026-01-06 20:36:00.000000000,51.0,59.0,ontime
130072_1767731100,130072,2026-01-06 20:25:00,53698461653,2026-01-06 20:36:00.000000000,60.0,22.0,ontime
122048_1767731100,122048,2026-01-06 20:25:00,53699018754,2026-01-06 20:36:00.000000000,49.0,4.0,ontime
132430_1767731100,132430,2026-01-06 20:25:00,53698549553,2026-01-06 20:36:00.000000000,174.0,277.0,late
132430_1767731400,132430,2026-01-06 20:30:00,53698549548,2026-01-06 20:41:00.000000000,219.0,192.0,late
133957_1767731400,133957,2026-01-06 20:30:00,53699456754,2026-01-06 20:41:00.000000000,16.0,46.0,ontime
130072_1767731400,130072,2026-01-06 20:30:00,53698461657,2026-01-06 20:41:00.000000000,92.0,49.0,ontime
133957_1767731700,133957,2026-01-06 20:35:00,53699456759,2026-01-06 20:47:00.000000000,96.0,116.0,ontime
130072_1767731700,130072,2026-01-06 20:35:00,53698461643,2026-01-06 20:46:00.000000000,3.0,78.0,ontime
132430_1767731700,132430,2026-01-06 20:35:00,53698549547,2026-01-06 20:46:00.000000000,268.0,201.0,late
131672_1767732000,131672,2026-01-06 20:40:00,53718793879,2026-01-06 20:54:00.000000000,606.0,32.0,ontime
132430_1767732000,132430,2026-01-06 20:40:00,53698549533,2026-01-06 20:51:00.000000000,235.0,167.0,late
130072_1767732000,130072,2026-01-06 20:40:00,53698461648,2026-01-06 20:53:00.000000000,58.0,158.0,late
133957_1767732000,133957,2026-01-06 20:40:00,53699456751,2026-01-06 20:51:00.000000000,29.0,129.0,late
130072_1767732300,130072,2026-01-06 20:45:00,53698461650,2026-01-06 20:56:00.000000000,31.0,161.0,late
132430_1767732300,132430,2026-01-06 20:45:00,53698549651,2026-01-06 20:56:00.000000000,163.0,337.0,late
131672_1767732300,131672,2026-01-06 20:45:00,53718793886,2026-01-06 20:56:00.000000000,606.0,16.0,ontime
132430_1767732600,132430,2026-01-06 20:50:00,53698549644,2026-01-06 21:01:00.000000000,194.0,338.0,late
133957_1767732600,133957,2026-01-06 20:50:00,53699456777,2026-01-06 21:02:00.000000000,121.0,39.0,ontime
131672_1767732600,131672,2026-01-06 20:50:00,53718793891,2026-01-06 21:01:00.000000000,606.0,34.0,ontime
135081_1767732600,135081,2026-01-06 20:50:00,53718724291,2026-01-06 21:01:00.000000000,234.0,79.0,ontime
130072_1767732600,130072,2026-01-06 20:50:00,53698461670,2026-01-06 21:01:00.000000000,204.0,226.0,late
131672_1767732900,131672,2026-01-06 20:55:00,53718793873,2026-01-06 21:06:00.000000000,32.0,41.0,ontime
133957_1767732900,133957,2026-01-06 20:55:00,53699456780,2026-01-06 21:07:00.000000000,108.0,-49.0,ontime
130072_1767732900,130072,2026-01-06 20:55:00,53698461672,2026-01-06 21:06:00.000000000,170.0,187.0,late
132430_1767732900,132430,2026-01-06 20:55:00,53698549666,2026-01-06 21:07:00.000000000,346.0,238.0,late
135081_1767732900,135081,2026-01-06 20:55:00,53718724265,2026-01-06 21:06:00.000000000,234.0,136.0,late
130072_1767733200,130072,2026-01-06 21:00:00,53698461673,2026-01-06 21:14:00.000000000,206.0,125.0,late
135081_1767733200,135081,2026-01-06 21:00:00,53718724289,2026-01-06 21:11:00.000000000,234.0,40.0,ontime
133957_1767733200,133957,2026-01-06 21:00:00,53699456770,2026-01-06 21:12:00.000000000,108.0,59.0,ontime
122048_1767733200,122048,2026-01-06 21:00:00,53699018870,2026-01-06 21:11:00.000000000,0.0,0.0,ontime
132430_1767733200,132430,2026-01-06 21:00:00,53698549661,2026-01-06 21:11:00.000000000,327.0,153.0,late
130072_1767733500,130072,2026-01-06 21:05:00,53698461659,2026-01-06 21:18:00.000000000,194.0,125.0,late
122048_1767733500,122048,2026-01-06 21:05:00,53699018871,2026-01-06 21:16:00.000000000,0.0,0.0,ontime
132430_1767733500,132430,2026-01-06 21:05:00,53698549669,2026-01-06 21:16:00.000000000,306.0,168.0,late
133957_1767733500,133957,2026-01-06 21:05:00,53699456774,2026-01-06 21:16:00.000000000,-19.0,28.0,ontime
135081_1767733500,135081,2026-01-06 21:05:00,53718724266,2026-01-06 21:16:00.000000000,176.0,44.0,ontime
130072_1767733800,130072,2026-01-06 21:10:00,53698461661,2026-01-06 21:24:00.000000000,182.0,168.0,late
135081_1767733800,135081,2026-01-06 21:10:00,53718724268,2026-01-06 21:21:00.000000000,82.0,51.0,ontime
133957_1767733800,133957,2026-01-06 21:10:00,53699456784,2026-01-06 21:21:00.000000000,4.0,15.0,ontime
122048_1767733800,122048,2026-01-06 21:10:00,53699018876,2026-01-06 21:22:00.000000000,0.0,0.0,ontime
132430_1767733800,132430,2026-01-06 21:10:00,53698549658,2026-01-06 21:21:00.000000000,181.0,179.0,late
135081_1767734100,135081,2026-01-06 21:15:00,53718724277,2026-01-06 21:27:00.000000000,-32.0,-16.0,ontime
133957_1767734100,133957,2026-01-06 21:15:00,53699456788,2026-01-06 21:26:00.000000000,44.0,45.0,ontime
130072_1767734100,130072,2026-01-06 21:15:00,53698461663,2026-01-06 21:27:00.000000000,113.0,195.0,late
122048_1767734100,122048,2026-01-06 21:15:00,53699018882,2026-01-06 21:26:00.000000000,0.0,0.0,ontime
132430_1767734100,132430,2026-01-06 21:15:00,53698549654,2026-01-06 21:27:00.000000000,200.0,96.0,ontime
133957_1767734400,133957,2026-01-06 21:20:00,53699456828,2026-01-06 21:31:00.000000000,3.0,7.0,ontime
135081_1767734400,135081,2026-01-06 21:20:00,53718724283,2026-01-06 21:31:00.000000000,71.0,-59.0,ontime
122048_1767734400,122048,2026-01-06 21:20:00,53699018861,2026-01-06 21:31:00.000000000,0.0,0.0,ontime
130072_1767734400,130072,2026-01-06 21:20:00,53698461637,2026-01-06 21:33:00.000000000,93.0,163.0,late
135081_1767734700,135081,2026-01-06 21:25:00,53718724292,2026-01-06 21:37:00.000000000,55.0,-170.0,early
130072_1767734700,130072,2026-01-06 21:25:00,53698461685,2026-01-06 21:40:00.000000000,181.0,0.0,ontime
122048_1767734700,122048,2026-01-06 21:25:00,53699018863,2026-01-06 21:36:00.000000000,0.0,0.0,ontime
133957_1767734700,133957,2026-01-06 21:25:00,53699456831,2026-01-06 21:36:00.000000000,51.0,65.0,ontime
134040_1767735000,134040,2026-01-06 21:30:00,53721480999,2026-01-06 21:41:00.000000000,434.0,434.0,late
133957_1767735000,133957,2026-01-06 21:30:00,53699456820,2026-01-06 21:41:00.000000000,-41.0,21.0,ontime
130072_1767735000,130072,2026-01-06 21:30:00,53698461687,2026-01-06 21:41:00.000000000,163.0,0.0,ontime
130072_1767735300,130072,2026-01-06 21:35:00,53698461689,2026-01-06 21:46:00.000000000,163.0,0.0,ontime
134040_1767735300,134040,2026-01-06 21:35:00,53721481002,2026-01-06 21:46:00.000000000,434.0,434.0,late
133957_1767735300,133957,2026-01-06 21:35:00,53699456810,2026-01-06 21:47:00.000000000,57.0,50.0,ontime
133957_1767735600,133957,2026-01-06 21:40:00,53699456814,2026-01-06 21:51:00.000000000,21.0,77.0,ontime
130072_1767735600,130072,2026-01-06 21:40:00,53698461678,2026-01-06 21:51:00.000000000,0.0,0.0,ontime
134040_1767735900,134040,2026-01-06 21:45:00,53721481025,2026-01-06 22:00:00.000000000,434.0,0.0,ontime
130072_1767735900,130072,2026-01-06 21:45:00,53698461677,2026-01-06 21:56:00.000000000,0.0,0.0,ontime
134040_1767736200,134040,2026-01-06 21:50:00,53721481023,2026-01-06 22:02:00.000000000,434.0,0.0,ontime
130072_1767736200,130072,2026-01-06 21:50:00,53698461679,2026-01-06 22:01:00.000000000,0.0,0.0,ontime
134040_1767736500,134040,2026-01-06 21:55:00,53721481062,2026-01-06 22:06:00.000000000,434.0,0.0,ontime
130072_1767736500,130072,2026-01-06 21:55:00,53698461681,2026-01-06 22:07:00.000000000,0.0,0.0,ontime
134040_1767736800,134040,2026-01-06 22:00:00,53721481067,2026-01-06 22:11:00.000000000,0.0,0.0,ontime
135081_1767736800,135081,2026-01-06 22:00:00,53718724302,2026-01-06 22:11:00.000000000,-159.0,-98.0,early
133957_1767736800,133957,2026-01-06 22:00:00,53699456803,2026-01-06 22:11:00.000000000,180.0,32.0,ontime
133957_1767737100,133957,2026-01-06 22:05:00,53699456807,2026-01-06 22:16:00.000000000,180.0,-8.0,ontime
135081_1767737100,135081,2026-01-06 22:05:00,53718724309,2026-01-06 22:16:00.000000000,-207.0,37.0,ontime
134040_1767737100,134040,2026-01-06 22:05:00,53721481070,2026-01-06 22:16:00.000000000,0.0,0.0,ontime
133957_1767737400,133957,2026-01-06 22:10:00,53699456796,2026-01-06 22:21:00.000000000,180.0,27.0,ontime
135081_1767737400,135081,2026-01-06 22:10:00,53718724300,2026-01-06 22:21:00.000000000,-68.0,13.0,ontime
134040_1767737400,134040,2026-01-06 22:10:00,53721481010,2026-01-06 22:21:00.000000000,0.0,0.0,ontime
133957_1767737700,133957,2026-01-06 22:15:00,53699456801,2026-01-06 22:27:00.000000000,26.0,-22.0,ontime
135081_1767737700,135081,2026-01-06 22:15:00,53718724315,2026-01-06 22:26:00.000000000,49.0,172.0,late
134040_1767737700,134040,2026-01-06 22:15:00,53721481012,2026-01-06 22:26:00.000000000,0.0,0.0,ontime
134040_1767738000,134040,2026-01-06 22:20:00,53721481021,2026-01-06 22:31:00.000000000,0.0,0.0,ontime
134494_1767738000,134494,2026-01-06 22:20:00,53698426129,2026-01-06 22:35:00.000000000,0.0,0.0,ontime
132430_1767738000,132430,2026-01-06 22:20:00,53698549723,2026-01-06 22:31:00.000000000,96.0,90.0,ontime
135081_1767738000,135081,2026-01-06 22:20:00,53718724318,2026-01-06 22:31:00.000000000,19.0,87.0,ontime
133957_1767738000,133957,2026-01-06 22:20:00,53699456791,2026-01-06 22:32:00.000000000,20.0,-77.0,early
135081_1767738300,135081,2026-01-06 22:25:00,53718724316,2026-01-06 22:36:00.000000000,90.0,73.0,ontime
134040_1767738300,134040,2026-01-06 22:25:00,53721481036,2026-01-06 22:36:00.000000000,0.0,0.0,ontime
132430_1767738300,132430,2026-01-06 22:25:00,53698549722,2026-01-06 22:36:00.000000000,96.0,108.0,ontime
134494_1767738300,134494,2026-01-06 22:25:00,53698426128,2026-01-06 22:37:00.000000000,0.0,0.0,ontime
134494_1767738600,134494,2026-01-06 22:30:00,53698426124,2026-01-06 22:42:00.000000000,0.0,0.0,ontime
134040_1767738600,134040,2026-01-06 22:30:00,53721481039,2026-01-06 22:41:00.000000000,0.0,0.0,ontime
134494_1767738900,134494,2026-01-06 22:35:00,53698426134,2026-01-06 22:47:00.000000000,0.0,0.0,ontime
134040_1767738900,134040,2026-01-06 22:35:00,53721481044,2026-01-06 22:46:00.000000000,0.0,0.0,ontime
134494_1767739200,134494,2026-01-06 22:40:00,53698426132,2026-01-06 22:51:00.000000000,0.0,0.0,ontime
134040_1767739200,134040,2026-01-06 22:40:00,53721481048,2026-01-06 22:51:00.000000000,0.0,0.0,ontime
134040_1767739500,134040,2026-01-06 22:45:00,53721481051,2026-01-06 22:56:00.000000000,0.0,0.0,ontime
134494_1767739500,134494,2026-01-06 22:45:00,53698426143,2026-01-06 22:57:00.000000000,0.0,0.0,ontime
134040_1767739800,134040,2026-01-06 22:50:00,53721481054,2026-01-06 23:01:00.000000000,0.0,0.0,ontime
134494_1767739800,134494,2026-01-06 22:50:00,53698426141,2026-01-06 23:03:00.000000000,0.0,0.0,ontime
134494_1767740100,134494,2026-01-06 22:55:00,53698426138,2026-01-06 23:06:00.000000000,0.0,0.0,ontime
134040_1767740100,134040,2026-01-06 22:55:00,53721481028,2026-01-06 23:07:00.000000000,0.0,0.0,ontime
134040_1767740400,134040,2026-01-06 23:00:00,53721481026,2026-01-06 23:12:00.000000000,0.0,0.0,ontime
132430_1767740400,132430,2026-01-06 23:00:00,53698549789,2026-01-06 23:11:00.000000000,19.0,151.0,late
130072_1767740700,130072,2026-01-06 23:05:00,53698461587,2026-01-06 23:20:00.000000000,0.0,0.0,ontime
132430_1767740700,132430,2026-01-06 23:05:00,53698549794,2026-01-06 23:17:00.000000000,-13.0,124.0,late
134040_1767740700,134040,2026-01-06 23:05:00,53721481031,2026-01-06 23:17:00.000000000,0.0,0.0,ontime
132430_1767741000,132430,2026-01-06 23:10:00,53698549792,2026-01-06 23:21:00.000000000,168.0,60.0,ontime
130072_1767741000,130072,2026-01-06 23:10:00,53698461586,2026-01-06 23:21:00.000000000,0.0,0.0,ontime
130072_1767741300,130072,2026-01-06 23:15:00,53698461582,2026-01-06 23:26:00.000000000,0.0,0.0,ontime
132430_1767741300,132430,2026-01-06 23:15:00,53698549804,2026-01-06 23:27:00.000000000,127.0,85.0,ontime
132430_1767741600,132430,2026-01-06 23:20:00,53698549801,2026-01-06 23:32:00.000000000,99.0,189.0,late
130072_1767741600,130072,2026-01-06 23:20:00,53698461578,2026-01-06 23:31:00.000000000,0.0,0.0,ontime
132430_1767741900,132430,2026-01-06 23:25:00,53698549813,2026-01-06 23:36:00.000000000,29.0,160.0,late
130072_1767741900,130072,2026-01-06 23:25:00,53698461574,2026-01-06 23:37:00.000000000,0.0,0.0,ontime
132430_1767742200,132430,2026-01-06 23:30:00,53698549808,2026-01-06 23:41:00.000000000,147.0,74.0,ontime
134494_1767742200,134494,2026-01-06 23:30:00,53698426111,2026-01-06 23:42:00.000000000,0.0,0.0,ontime
134494_1767742500,134494,2026-01-06 23:35:00,53698426108,2026-01-06 23:46:00.000000000,0.0,0.0,ontime
